# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat Mar 19 14:40:26 CET 2016
# isochrones PARSEC release v1.2S + COLIBRI release PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Rosenfield et al. (2016, arXiv:1603.05283)
# Photometric system: HST/WFC3 long-pass and extremely wide filters (UVIS1, final throughputs)
# Attention: photometry includes extinction of Av=0.124
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00400	Y = 0.25600	[M/H] = -0.583	eta_R = 0.200	Age = 	1.1000e+01 yr
#	Includes interstellar extinction of Av = 0.1240 mag
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F200LP1 F300X   F350LP  F475X   F600LP  F850LP	C/O	M_hec	period	pmode	logMdot	slope	int_IMF	stage
	0.004000	1.0414	4.4000000954	4.4000	3.7720	3.5960	0.6456	-4.660	-3.720	1.568	-3.915	-2.951	-4.851	-5.468	0.4787	0.0000	38.5	1	-13.349	0.000	3.3208827972	0
	0.004000	1.0414	4.5999999046	4.6000	3.8071	3.5957	0.6284	-4.748	-3.805	1.508	-4.000	-3.033	-4.938	-5.556	0.4787	0.0000	40.1	1	-13.330	0.000	3.3222241402	0
	0.004000	1.0414	4.8000001907	4.8000	3.8384	3.5956	0.6152	-4.826	-3.882	1.446	-4.078	-3.108	-5.016	-5.634	0.4787	0.0000	41.4	1	-13.272	0.000	3.3234102726	0
	0.004000	1.0414	5.0000000000	5.0000	3.8638	3.5960	0.6090	-4.889	-3.948	1.377	-4.144	-3.176	-5.081	-5.699	0.4787	0.0000	42.3	1	-13.258	0.000	3.3244650364	0
	0.004000	1.0414	5.1999998093	5.2000	3.8959	3.5956	0.5923	-4.970	-4.026	1.325	-4.221	-3.250	-5.160	-5.779	0.4787	0.0000	44.0	1	-13.166	0.000	3.3254051208	0
	0.004000	1.0414	5.4000000954	5.4000	3.9220	3.5957	0.5830	-5.035	-4.092	1.265	-4.287	-3.316	-5.226	-5.844	0.4787	0.0000	45.1	1	-13.126	0.000	3.3262448311	0
	0.004000	1.0414	5.5999999046	5.6000	3.9518	3.5953	0.5674	-5.110	-4.163	1.218	-4.359	-3.384	-5.300	-5.919	0.4787	0.0000	46.7	1	-13.040	0.000	3.3269982338	0
	0.004000	1.0414	5.8000001907	5.8000	3.9746	3.5954	0.5605	-5.167	-4.221	1.163	-4.417	-3.442	-5.358	-5.976	0.4787	0.0000	47.7	1	-13.016	0.000	3.3276765347	0
	0.004000	1.0414	6.0000000000	6.0000	4.0036	3.5950	0.5444	-5.239	-4.291	1.120	-4.486	-3.508	-5.428	-6.048	0.4787	0.0000	49.5	1	-12.924	0.000	3.3282895088	0
	0.004000	1.0414	6.1999998093	6.2000	4.0256	3.5951	0.5371	-5.294	-4.346	1.069	-4.542	-3.563	-5.484	-6.103	0.4787	0.0000	50.5	1	-12.896	0.000	3.3288455009	0
	0.004000	1.0414	6.4000000954	6.4000	4.0435	3.5955	0.5346	-5.339	-4.394	1.014	-4.589	-3.613	-5.531	-6.149	0.4787	0.0000	51.2	1	-12.902	0.000	3.3293509483	0
	0.004000	1.0414	6.8829574585	6.8830	4.0993	3.5951	0.5088	-5.478	-4.530	0.912	-4.726	-3.745	-5.669	-6.288	0.4787	0.0000	54.5	1	-12.769	0.000	3.3303933144	0
